id,state,county,areaname,1900,1910,1920,1930,1940,1950,1960,1970
,Alaska Territory,Northern District,Northern District,60,0,1703,1590,0,5772,fill
6061,California,Placer,Placer,55,52,66,62,353,385,375
54041,West Virginia,Lewis,Lewis,239,291,122,93,62,95,65
34001,New Jersey,Atlantic,Atlantic,10782,12597,19703,19892,21506,28225,30349
54045,West Virginia,Logan,Logan,532,4737,6993,7771,7277,4776,2741
54047,West Virginia,McDowell,Mcdowell,14667,18157,22558,23910,24127,15899,9083
54049,West Virginia,Marion,Marion,851,2454,4989,4759,3483,2737,2253
6063,California,Plumas,Plumas,5,6,83,110,227,228,231
38043,North Dakota,Kidder,Kidder,11,1,0,0,1,1,11
38041,North Dakota,Hettinger,Hettinger,8,0,0,1,0,0,0
30057,Montana,Madison,Madison,27,8,7,6,5,2,0
38045,North Dakota,La Moure,La Moure,5,0,0,1,3,1,0
38049,North Dakota,McHenry,Mchenry,14,8,10,4,7,6,0
1069,Alabama,Houston,Houston,9597,10421,13529,14596,13658,13870,13408
40109,Oklahoma,Oklahoma,Oklahoma,9227,11401,17524,22784,25989,39985,52807
2070,Alaska,Dillingham (Bristol Bay),Bristol Bay Division,fill,fill,fill,fill,fill,fill,22
1061,Alabama,Geneva,Geneva,4305,4404,3898,4025,3407,3358,2866
1063,Alabama,Greene,Greene,19705,15043,16263,16082,13678,11050,8027
1065,Alabama,Hale,Hale,21987,17896,19412,18356,14638,13809,10542
1067,Alabama,Henry,Henry,10150,10453,10789,10708,9100,6965,5341
13017,Georgia,Ben Hill,Ben Hill,4901,5560,4449,4849,4765,4548,4121
13015,Georgia,Bartow,Bartow,6348,5665,4659,4209,4014,4279,4181
40017,Oklahoma,Canadian,Canadian,823,614,970,1129,1129,919,975
30109,Montana,Wibaux,Wibaux,fill,0,0,0,1,0,0
13011,Georgia,Banks,Banks,2321,2548,963,656,402,426,365
30107,Montana,Wheatland,Wheatland,fill,8,3,4,0,1,0
30105,Montana,Valley,Valley,15,4,3,9,5,156,17
40019,Oklahoma,Carter,Carter,4315,4267,3696,4645,3477,3276,3385
30103,Montana,Treasure,Treasure,fill,0,0,0,0,0,0
30101,Montana,Toole,Toole,fill,5,12,12,3,1,0
13019,Georgia,Berrien,Berrien,6263,4005,2352,2337,1945,1842,1570
1087,Alabama,Macon,Macon,22039,19614,22320,22708,25771,22287,20147
1085,Alabama,Lowndes,Lowndes,28125,22016,19632,19204,14796,12438,9917
1083,Alabama,Limestone,Limestone,10255,9628,9987,8832,8142,7620,7099
1081,Alabama,Lee,Lee,19643,18784,18629,20615,18116,18233,17012
17049,Illinois,Effingham,Effingham,23,18,14,0,11,6,7
1089,Alabama,Madison,Madison,18894,17483,19272,18385,19797,21910,27968
18079,Indiana,Jennings,Jennings,295,247,257,220,249,286,232
18071,Indiana,Jackson,Jackson,136,74,67,118,126,149,143
18073,Indiana,Jasper,Jasper,6,11,3,4,4,8,16
35028,New Mexico,Los Alamos,Los Alamos,fill,fill,fill,fill,12,33,97
18075,Indiana,Jay,Jay,171,132,135,109,65,85,63
18077,Indiana,Jefferson,Jefferson,604,490,420,411,399,392,406
28033,Mississippi,De Soto,De Soto,17572,18438,18771,19439,16499,14625,12609
28031,Mississippi,Covington,Covington,5224,4276,4363,5287,5212,4733,4565
28037,Mississippi,Franklin,Franklin,6823,5613,4867,4977,4303,3798,3109
28035,Mississippi,Forrest,Forrest,7683,7249,9646,10935,12958,14719,14151
48189,Texas,Hale,Hale,5,7,320,442,1039,1988,1996
51127,Virginia,New Kent,New Kent,2791,2623,2529,2375,2096,2314,2332
29039,Missouri,Cedar,Cedar,13,0,1,0,3,0,0
37131,North Carolina,Northampton,Northampton,13062,13825,17042,17533,18189,17093,14161
37137,North Carolina,Pamlico,Pamlico,3773,3214,3153,3378,3450,3611,3136
37135,North Carolina,Orange,Orange,4926,5635,6904,7161,8597,10131,10215
29031,Missouri,Cape Girardeau,Cape Girardeau,1990,1545,1483,1606,1192,1192,1429
29033,Missouri,Carroll,Carroll,1019,678,582,495,310,258,182
29035,Missouri,Carter,Carter,2,5,6,0,2,0,0
29037,Missouri,Cass,Cass,510,356,296,191,163,307,446
47099,Tennessee,Lawrence,Lawrence,969,982,720,701,558,511,483
47093,Tennessee,Knox,Knox,12709,13310,19198,18196,21438,22709,23184
47091,Tennessee,Johnson,Johnson,377,306,301,193,178,138,57
47097,Tennessee,Lauderdale,Lauderdale,9554,8929,9172,9116,8721,8258,6826
47095,Tennessee,Lake,Lake,3268,3051,3754,3221,2586,2202,1840
40037,Oklahoma,Creek,Creek,2778,6794,6584,6573,3912,3043,2422
18105,Indiana,Monroe,Monroe,438,508,541,441,711,704,1395
16037,Idaho,Custer,Custer,1,4,2,0,2,0,0
18107,Indiana,Montgomery,Montgomery,246,270,227,219,177,200,185
18101,Indiana,Martin,Martin,18,4,3,3,18,29,12
28039,Mississippi,George,George,1827,919,1265,1240,1230,1285,1448
18103,Indiana,Miami,Miami,109,173,281,161,127,630,953
39035,Ohio,Cuyahoga,Cuyahoga,8763,35347,74827,87145,151187,255310,328257
8125,Colorado,Yuma,Yuma,0,1,2,0,2,1,0
8123,Colorado,Weld,Weld,92,238,111,87,95,101,166
16035,Idaho,Clearwater,Clearwater,fill,18,0,2,1,3,0
8121,Colorado,Washington,Washington,31,58,27,8,4,4,0
51071,Virginia,Giles,Giles,755,820,571,533,468,441,377
39037,Ohio,Darke,Darke,376,319,240,252,209,259,246
16033,Idaho,Clark,Clark,fill,0,1,1,2,0,0
39031,Ohio,Coshocton,Coshocton,97,144,225,216,306,356,323
29145,Missouri,Newton,Newton,539,319,236,228,187,153,130
31079,Nebraska,Hall,Hall,129,145,132,90,84,82,97
29147,Missouri,Nodaway,Nodaway,155,130,95,33,19,8,64
34023,New Jersey,Middlesex,Middlesex,1846,2815,5895,5788,9685,16489,25755
29141,Missouri,Morgan,Morgan,410,323,236,185,172,166,135
19023,Iowa,Butler,Butler,1,1,0,1,8,0,0
29143,Missouri,New Madrid,New Madrid,2097,1950,5617,6433,6294,6336,4473
34027,New Jersey,Morris,Morris,1940,1861,3269,3203,4108,5375,8415
31071,Nebraska,Garfield,Garfield,14,0,0,0,2,1,0
31073,Nebraska,Gosper,Gosper,1,0,0,0,2,0,0
29149,Missouri,Oregon,Oregon,9,1,0,0,6,3,0
31075,Nebraska,Grant,Grant,15,13,5,0,0,0,0
30079,Montana,Prairie,Prairie,fill,0,1,0,1,0,0
31077,Nebraska,Greeley,Greeley,5,4,4,2,0,0,0
47167,Tennessee,Tipton,Tipton,13353,13139,11275,10987,10875,11188,9084
47165,Tennessee,Sumner,Sumner,5386,4734,4082,4404,3963,4118,4277
19189,Iowa,Winnebago,Winnebago,2,12,1,2,4,3,24
47163,Tennessee,Sullivan,Sullivan,1535,1691,1799,2194,2287,2471,2399
47161,Tennessee,Stewart,Stewart,1806,1215,626,496,269,232,171
19183,Iowa,Washington,Washington,104,108,52,42,18,16,37
19181,Iowa,Warren,Warren,47,11,25,6,7,6,35
19187,Iowa,Webster,Webster,84,399,320,204,301,350,626
47169,Tennessee,Trousdale,Trousdale,1781,1717,1267,1133,984,828,932
19185,Iowa,Wayne,Wayne,9,6,5,1,7,0,0
31097,Nebraska,Johnson,Johnson,1,19,0,0,0,1,0
31095,Nebraska,Jefferson,Jefferson,33,34,10,2,5,2,4
31093,Nebraska,Howard,Howard,3,3,1,1,1,1,0
5125,Arkansas,Saline,Saline,1833,451,558,924,1319,1856,1318
31099,Nebraska,Kearney,Kearney,15,3,0,1,5,1,0
19059,Iowa,Dickinson,Dickinson,5,4,2,2,2,2,0
5127,Arkansas,Scott,Scott,22,10,13,454,131,2,0
49021,Utah,Iron,Iron,2,1,0,1,3,2,6
19051,Iowa,Davis,Davis,43,27,28,22,19,8,12
19053,Iowa,Decatur,Decatur,34,6,3,1,2,1,7
19055,Iowa,Delaware,Delaware,2,3,1,19,7,1,10
19057,Iowa,Des Moines,Des Moines,429,337,386,265,390,489,746
28149,Mississippi,Warren,Warren,26191,21313,20900,22268,20043,19660,18355
28143,Mississippi,Tunica,Tunica,16910,18207,18224,19335,17719,13315,8614
28141,Mississippi,Tishomingo,Tishomingo,1089,910,1028,1025,803,677,669
28147,Mississippi,Walthall,Walthall,fill,5666,6047,8162,7160,6099,5088
28145,Mississippi,Union,Union,4216,4263,4541,4282,3635,3312,2944
37113,North Carolina,Macon,Macon,576,465,449,465,354,278,370
22123,Louisiana,West Carroll,West Carroll,2724,2370,2840,4248,3117,3178,2480
22121,Louisiana,West Baton Rouge,West Baton Rouge,9223,7485,6132,6859,6240,7294,7260
22127,Louisiana,Winn,Winn,3931,3385,3695,4278,4415,4995,4985
22125,Louisiana,West Feliciana,West Feliciana,11012,10187,8349,8954,7239,8190,7443
49023,Utah,Juab,Juab,4,1,0,0,0,0,0
38085,North Dakota,Sioux,Sioux,fill,0,1,0,10,1,0
39135,Ohio,Preble,Preble,265,208,177,127,96,111,63
39137,Ohio,Putnam,Putnam,26,28,1,3,1,5,0
39131,Ohio,Pike,Pike,717,510,513,429,280,313,263
39133,Ohio,Portage,Portage,192,410,760,782,1485,2438,2776
51720,Virginia,Norton City,Norton City,fill,fill,fill,fill,fill,381,225
39139,Ohio,Richland,Richland,253,705,1999,1972,3859,6853,8689
21023,Kentucky,Bracken,Bracken,339,313,222,222,129,63,128
21021,Kentucky,Boyle,Boyle,4153,3190,3171,2831,2567,2287,2443
21027,Kentucky,Breckinridge,Breckinridge,1581,1029,941,798,673,691,630
21025,Kentucky,Breathitt,Breathitt,260,185,203,128,79,49,28
21029,Kentucky,Bullitt,Bullitt,679,442,340,298,260,223,230
22057,Louisiana,Lafourche,Lafourche,7973,5888,5313,5635,5243,6513,7716
25019,Massachusetts,Nantucket,Nantucket,35,112,279,230,116,108,101
22055,Louisiana,Lafayette,Lafayette,10734,10811,13260,14098,15727,20317,23842
22053,Louisiana,Jefferson Davis,Jefferson Davis,fill,4837,4979,6015,5683,6313,6025
22051,Louisiana,Jefferson,Jefferson,6785,5880,7900,8475,16138,31625,42046
25013,Massachusetts,Hampden,Hampden,1757,3149,3648,3584,7214,14737,23532
25011,Massachusetts,Franklin,Franklin,119,116,124,127,139,177,235
25017,Massachusetts,Middlesex,Middlesex,8583,9953,10042,9183,9552,13066,16814
25015,Massachusetts,Hampshire,Hampshire,281,292,252,235,283,342,892
49025,Utah,Kane,Kane,0,0,0,0,1,4,0
42133,Pennsylvania,York,York,2113,2092,2977,2970,3800,5301,7241
6109,California,Tuolumne,Tuolumne,14,12,20,22,18,86,249
6107,California,Tulare,Tulare,190,253,819,1048,2880,3074,3254
6105,California,Trinity,Trinity,8,3,6,6,17,10,3
6103,California,Tehama,Tehama,91,64,64,52,42,43,96
6101,California,Sutter,Sutter,10,13,16,20,91,193,203
48271,Texas,Kinney,Kinney,158,223,352,259,221,189,96
51650,Virginia,Hampton City,Hampton City,fill,fill,2804,1752,2215,18851,30614
22059,Louisiana,La Salle,La Salle,1953,1525,2106,1337,1376,1614,1477
56007,Wyoming,Carbon,Carbon,146,141,165,99,184,112,100
56005,Wyoming,Campbell,Campbell,fill,3,7,7,4,9,0
56003,Wyoming,Big Horn,Big Horn,9,10,12,0,6,4,0
56001,Wyoming,Albany,Albany,59,66,136,70,101,116,179
53031,Washington,Jefferson,Jefferson,11,7,6,8,6,16,48
56009,Wyoming,Converse,Converse,24,19,8,5,1,1,0
48183,Texas,Gregg,Gregg,7781,8169,8198,14423,14963,15891,14430
21159,Kentucky,Martin,Martin,4,1,1,0,0,2,0
21157,Kentucky,Marshall,Marshall,135,64,62,155,11,10,39
21155,Kentucky,Marion,Marion,2266,1701,1468,1451,1380,1370,1457
21153,Kentucky,Magoffin,Magoffin,54,51,44,28,13,1,5
21151,Kentucky,Madison,Madison,5698,4910,4324,3524,2729,2586,2728
2120,Alaska,Kenai-Cook Inlet,Kenai-Cook Inlet,fill,fill,fill,fill,fill,fill,149
48279,Texas,Lamb,Lamb,1,1,343,719,1326,1663,1183
31147,Nebraska,Richardson,Richardson,83,57,54,84,36,15,57
30087,Montana,Rosebud,Rosebud,18,15,7,8,71,7,0
48201,Texas,Harris,Harris,30950,42734,72603,103745,149286,246351,350450
49003,Utah,Box Elder,Box Elder,7,31,1,1,23,22,4
6039,California,Madera,Madera,56,62,416,698,2428,2782,1968
49001,Utah,Beaver,Beaver,13,0,0,0,0,0,0
42069,Pennsylvania,Lackawanna,Lackawanna,696,670,863,846,778,763,855
26109,Michigan,Menominee,Menominee,7,4,1,0,8,3,5
49005,Utah,Cache,Cache,7,13,1,4,1,15,15
6033,California,Lake,Lake,11,6,5,5,4,7,29
26105,Michigan,Mason,Mason,6,25,40,65,55,67,102
6031,California,Kings,Kings,172,180,247,324,1819,2578,3440
26107,Michigan,Mecosta,Mecosta,237,213,177,230,202,204,392
6037,California,Los Angeles,Los Angeles,9424,18738,46425,75209,217881,461546,762925
26101,Michigan,Manistee,Manistee,20,17,60,107,92,86,120
6035,California,Lassen,Lassen,1,19,38,24,525,493,597
26103,Michigan,Marquette,Marquette,83,90,190,147,270,961,1265
48359,Texas,Oldham,Oldham,0,5,1,4,1,4,6
40107,Oklahoma,Okfuskee,Okfuskee,8073,8617,7283,6156,3717,2571,1866
20179,Kansas,Sheridan,Sheridan,29,42,25,10,0,1,0
20177,Kansas,Shawnee,Shawnee,5722,5176,6785,6690,7386,9513,11143
53033,Washington,King,King,2487,3109,3482,4038,16733,27805,40379
20175,Kansas,Seward,Seward,2,6,7,47,80,298,624
20173,Kansas,Sedgwick,Sedgwick,2652,3627,5726,5860,9746,20469,27573
20171,Kansas,Scott,Scott,2,7,3,2,2,6,3
17009,Illinois,Brown,Brown,6,5,4,2,5,2,9
2220,Alaska,Sitka,Sitka,fill,fill,fill,fill,fill,fill,34
17001,Illinois,Adams,Adams,1880,1446,1344,1369,1374,1385,1512
44009,Rhode Island,Washington,Washington,838,778,733,912,1013,1082,1610
17003,Illinois,Alexander,Alexander,7775,6436,6591,8478,6420,5298,3375
17005,Illinois,Bond,Bond,160,104,65,59,65,81,193
17007,Illinois,Boone,Boone,43,35,16,32,29,33,94
53075,Washington,Whitman,Whitman,12,14,9,10,32,24,193
53077,Washington,Yakima,Yakima,354,529,593,594,1541,1626,1393
53071,Washington,Walla Walla,Walla Walla,152,107,115,136,344,380,445
53073,Washington,Whatcom,Whatcom,56,52,43,34,46,57,184
8025,Colorado,Crowley,Crowley,fill,12,17,0,0,5,0
2010,Alaska,Aleutian Islands,Aleutian Islands,fill,fill,fill,fill,fill,fill,237
45059,South Carolina,Laurens,Laurens,22753,22105,17709,16342,14596,14064,14128
41009,Oregon,Columbia,Columbia,1,4,72,12,57,9,9
45051,South Carolina,Horry,Horry,6668,7698,9610,14037,16076,18199,17398
41003,Oregon,Benton,Benton,1,15,9,13,15,75,179
45053,South Carolina,Jasper,Jasper,fill,7112,6785,7056,7169,7616,6783
41001,Oregon,Baker,Baker,27,21,24,28,28,26,12
45055,South Carolina,Kershaw,Kershaw,16444,17065,17644,17584,15738,13355,11046
41007,Oregon,Clatsop,Clatsop,25,14,8,17,112,70,581
45057,South Carolina,Lancaster,Lancaster,13115,13063,11001,11395,10720,10613,10738
41005,Oregon,Clackamas,Clackamas,11,26,10,40,85,99,434
29203,Missouri,Shannon,Shannon,0,0,0,0,4,0,4
29201,Missouri,Scott,Scott,545,365,1531,2261,2752,3166,2777
29207,Missouri,Stoddard,Stoddard,24,17,1692,1786,1643,1994,1069
29205,Missouri,Shelby,Shelby,558,453,452,377,191,194,148
29209,Missouri,Stone,Stone,1,0,0,0,2,3,0
13157,Georgia,Jackson,Jackson,8613,6982,4064,3541,2941,2368,2679
37055,North Carolina,Dare,Dare,495,399,404,471,380,403,481
13155,Georgia,Irwin,Irwin,4916,5719,4544,4758,4327,3433,2688
37057,North Carolina,Davidson,Davidson,3744,3593,5235,5893,6390,8622,9359
13153,Georgia,Houston,Houston,17388,14508,7628,7318,7380,8761,10420
37051,North Carolina,Cumberland,Cumberland,15353,13961,17049,20217,26417,37690,50698
13151,Georgia,Henry,Henry,10184,10439,7914,7164,7074,7495,7580
37053,North Carolina,Currituck,Currituck,2598,2638,2255,2336,1977,2083,1840
37059,North Carolina,Davie,Davie,2350,2039,2426,2179,2150,2065,2225
13159,Georgia,Jasper,Jasper,11484,11618,5237,4995,4219,3303,2840
36053,New York,Madison,Madison,296,210,178,138,229,328,276
33009,New Hampshire,Grafton,Grafton,44,74,60,40,50,37,196
36057,New York,Montgomery,Montgomery,213,216,208,201,260,229,132
36055,New York,Monroe,Monroe,1224,1886,2958,3575,7937,24184,51926
33003,New Hampshire,Carroll,Carroll,13,9,15,15,18,1,6
48409,Texas,San Patricio,San Patricio,79,176,506,760,723,831,688
33001,New Hampshire,Belknap,Belknap,41,49,37,20,31,17,33
33007,New Hampshire,Coos,Coos,31,26,4,6,14,11,0
33005,New Hampshire,Cheshire,Cheshire,26,21,39,20,47,34,144
53037,Washington,Kittitas,Kittitas,247,328,209,155,75,36,83
55109,Wisconsin,St Croix,St Croix,3,0,0,9,6,28,5
48175,Texas,Goliad,Goliad,1501,1184,1040,898,638,626,572
48177,Texas,Gonzales,Gonzales,8212,7062,6256,5511,3926,3242,2517
48171,Texas,Gillespie,Gillespie,116,57,128,46,15,16,0
38079,North Dakota,Rolette,Rolette,6,6,0,6,25,10,5
38077,North Dakota,Richland,Richland,11,11,1,1,4,1,0
38075,North Dakota,Renville,Renville,0,10,1,1,1,0,0
38073,North Dakota,Ransom,Ransom,8,4,6,0,0,2,0
48407,Texas,San Jacinto,San Jacinto,5193,5487,5117,4740,3767,3208,2822
38071,North Dakota,Ramsey,Ramsey,44,44,26,15,6,9,11
20195,Kansas,Trego,Trego,26,35,29,29,17,4,17
20197,Kansas,Wabaunsee,Wabaunsee,708,545,392,327,204,128,92
20191,Kansas,Sumner,Sumner,328,352,285,303,259,241,181
20193,Kansas,Thomas,Thomas,7,13,13,7,6,0,43
20199,Kansas,Wallace,Wallace,36,84,66,61,23,32,0
13023,Georgia,Bleckley,Bleckley,fill,4615,3261,3324,2869,2744,2314
13021,Georgia,Bibb,Bibb,27481,33025,32906,35536,40839,47131,49482
13027,Georgia,Brooks,Brooks,14086,14247,11259,10507,8892,7452,6343
40029,Oklahoma,Coal,Coal,976,729,541,490,249,113,59
40027,Oklahoma,Cleveland,Cleveland,456,460,624,142,107,167,467
30111,Montana,Yellowstone,Yellowstone,167,130,149,158,209,235,208
13029,Georgia,Bryan,Bryan,3337,2920,2666,2553,2362,2298,1778
39005,Ohio,Ashland,Ashland,25,34,61,46,61,138,284
40023,Oklahoma,Choctaw,Choctaw,4303,5242,4994,5207,3771,2875,2511
55013,Wisconsin,Burnett,Burnett,6,10,13,7,7,13,0
40021,Oklahoma,Cherokee,Cherokee,995,835,610,662,328,281,550
35035,New Mexico,Otero,Otero,fill,87,93,136,367,1442,1853
18069,Indiana,Huntington,Huntington,16,6,5,1,39,3,26
18063,Indiana,Hendricks,Hendricks,301,221,162,175,155,253,406
18061,Indiana,Harrison,Harrison,293,201,130,98,95,117,116
18067,Indiana,Howard,Howard,490,913,1329,1241,1536,2598,3604
18065,Indiana,Henry,Henry,415,456,485,423,429,421,455
28009,Mississippi,Benton,Benton,5037,4620,4669,4510,3846,3609,3149
28007,Mississippi,Attala,Attala,13219,10168,10873,13368,11565,9523,7903
28005,Mississippi,Amite,Amite,12590,9343,10417,11559,10437,8440,6942
28003,Mississippi,Alcorn,Alcorn,4275,4106,4130,4723,3900,3333,3171
28001,Mississippi,Adams,Adams,18908,15245,15424,16885,16094,18670,17865
29029,Missouri,Camden,Camden,46,31,13,12,5,11,0
37129,North Carolina,New Hanover,New Hanover,15302,16482,16779,17057,19804,19865,18692
39007,Ohio,Ashtabula,Ashtabula,217,338,357,271,771,2119,2666
29023,Missouri,Butler,Butler,1372,1449,1539,2668,2252,2511,2059
29021,Missouri,Buchanan,Buchanan,4457,4325,4114,3062,3146,2582,2441
29027,Missouri,Callaway,Callaway,3514,3230,2504,2472,2043,2028,1852
29025,Missouri,Caldwell,Caldwell,278,148,102,45,11,5,0
18117,Indiana,Orange,Orange,363,264,482,217,157,144,136
8119,Colorado,Teller,Teller,139,26,7,5,1,0,0
18113,Indiana,Noble,Noble,26,6,4,7,14,12,36
18111,Indiana,Newton,Newton,20,9,9,9,5,11,0
8113,Colorado,San Miguel,San Miguel,16,8,2,0,1,0,0
8111,Colorado,San Juan,San Juan,16,4,4,2,6,0,0
8117,Colorado,Summit,Summit,2,4,0,1,15,0,0
8115,Colorado,Sedgwick,Sedgwick,15,13,4,1,14,25,0
45077,South Carolina,Pickens,Pickens,5430,4931,4897,4891,4462,4600,5466
51007,Virginia,Amelia,Amelia,5490,5470,4614,4320,3945,3995,3587
40123,Oklahoma,Pontotoc,Pontotoc,1009,970,1026,1307,1017,944,798
24510,Maryland,Baltimore City,Baltimore City,84749,108322,142106,165843,225099,325589,420147
38095,North Dakota,Towner,Towner,19,5,2,0,2,1,0
29157,Missouri,Perry,Perry,228,107,99,75,30,9,4
38097,North Dakota,Traill,Traill,2,3,0,0,1,1,0
29155,Missouri,Pemiscot,Pemiscot,1533,3865,10040,9746,9916,10255,7203
38091,North Dakota,Steele,Steele,3,0,0,0,0,14,47
29153,Missouri,Ozark,Ozark,16,6,4,0,7,0,0
38093,North Dakota,Stutsman,Stutsman,8,20,9,7,10,10,23
29151,Missouri,Osage,Osage,149,98,74,61,21,14,0
48085,Texas,Collin,Collin,2206,3711,3979,3975,3792,4407,4555
38099,North Dakota,Walsh,Walsh,5,2,1,1,2,1,0
29159,Missouri,Pettis,Pettis,2715,2748,2558,2190,1649,1767,1436
47171,Tennessee,Unicoi,Unicoi,131,4,13,11,11,5,27
47173,Tennessee,Union,Union,30,7,3,2,1,2,3
39129,Ohio,Pickaway,Pickaway,695,547,697,601,733,805,770
37115,North Carolina,Madison,Madison,432,334,267,222,188,118,99
47179,Tennessee,Washington,Washington,2267,2250,2798,3079,2876,2501,2778
40125,Oklahoma,Pottowatomie,Pottowatomie,2017,1916,2072,1882,1327,1183,1130
51005,Virginia,Alleghany,Alleghany,2945,2528,2005,2088,1907,471,373
40119,Oklahoma,Payne,Payne,1456,1208,1924,1509,1130,1035,1247
47085,Tennessee,Humphreys,Humphreys,1201,867,725,693,580,571,557
47087,Tennessee,Jackson,Jackson,302,275,234,210,103,34,47
45079,South Carolina,Richland,Richland,29533,36499,38127,42359,50462,64845,73288
47083,Tennessee,Houston,Houston,910,687,503,473,360,362,341
47089,Tennessee,Jefferson,Jefferson,1639,1428,1276,1088,974,926,818
55141,Wisconsin,Wood,Wood,6,17,0,3,13,2,9
19083,Iowa,Hardin,Hardin,46,72,120,56,24,18,62
19081,Iowa,Hancock,Hancock,11,9,9,5,5,1,5
37117,North Carolina,Martin,Martin,8838,9764,11009,12680,14077,13554,11104
22113,Louisiana,Vermilion,Vermilion,4500,4560,4413,5043,4698,5008,5807
42037,Pennsylvania,Columbia,Columbia,119,96,85,87,79,71,132
19085,Iowa,Harrison,Harrison,15,23,27,4,7,9,6
16055,Idaho,Kootenai,Kootenai,44,7,12,2,9,1,18
19089,Iowa,Howard,Howard,12,4,1,0,0,0,0
16051,Idaho,Jefferson,Jefferson,fill,8,3,3,5,9,0
22119,Louisiana,Webster,Webster,9900,11387,13090,14246,13018,13677,12522
51003,Virginia,Albemarle,Albemarle,9673,7569,6232,5660,4946,4545,5019
4009,Arizona,Graham,Graham,fill,88,53,93,240,360,358
51710,Virginia,Norfolk City,Norfolk City,25039,43392,43942,45893,62826,78806,87113
4001,Arizona,Apache,Apache,fill,14,338,698,759,774,382
4003,Arizona,Cochise,Cochise,fill,1538,1910,1991,466,1348,1727
48199,Texas,Hardin,Hardin,2550,3007,2471,2624,3079,4003,4129
4007,Arizona,Gila,Gila,fill,319,161,185,152,100,59
51087,Virginia,Henrico,Henrico,6837,5877,6506,6973,5679,5989,10179
39127,Ohio,Perry,Perry,563,783,421,400,334,301,124
51085,Virginia,Hanover,Hanover,7040,7183,6228,6566,6766,6960,6709
39125,Ohio,Paulding,Paulding,502,421,276,291,213,295,278
51083,Virginia,Halifax,Halifax,20013,20053,18881,18462,18087,14812,12052
39123,Ohio,Ottawa,Ottawa,31,110,151,150,251,303,269
51081,Virginia,Greensville,Greensville,7393,6826,8129,8913,9665,8861,5506
39121,Ohio,Noble,Noble,44,24,28,24,9,3,5
31155,Nebraska,Saunders,Saunders,21,14,6,3,2,4,37
51089,Virginia,Henry,Henry,7462,7417,6167,7189,7565,9110,11040
37111,North Carolina,McDowell,Mcdowell,2080,1974,2001,1830,1438,1373,1609
25005,Massachusetts,Bristol,Bristol,4003,6221,5162,5959,4091,4702,4610
25007,Massachusetts,Dukes,Dukes,193,175,202,295,88,139,281
25001,Massachusetts,Barnstable,Barnstable,897,740,1642,2186,2052,1702,1890
21019,Kentucky,Boyd,Boyd,822,730,1081,879,913,921,791
25003,Massachusetts,Berkshire,Berkshire,1149,978,1088,1060,1302,1422,1691
21017,Kentucky,Bourbon,Bourbon,5642,4898,4007,3203,2735,2608,2266
21015,Kentucky,Boone,Boone,478,477,379,307,181,149,216
21013,Kentucky,Bell,Bell,2920,2445,1916,1613,1635,1271,1069
25009,Massachusetts,Essex,Essex,2024,2059,1923,1714,1918,2488,4523
21011,Kentucky,Bath,Bath,1336,1008,744,764,544,472,400
22063,Louisiana,Livingston,Livingston,1377,1667,4147,2639,2951,4038,4102
42065,Pennsylvania,Jefferson,Jefferson,105,92,129,62,33,31,26
22061,Louisiana,Lincoln,Lincoln,7289,6310,9701,11239,10362,11928,13545
22067,Louisiana,Morehouse,Morehouse,13971,13140,13597,16129,15418,15778,13782
22065,Louisiana,Madison,Madison,9455,9060,9571,12775,11545,10650,9185
51001,Virginia,Accomack,Accomack,13273,13213,13925,12577,11567,11837,10853
22069,Louisiana,Natchitoches,Natchitoches,20334,20697,19570,19946,17048,15529,13056
42067,Pennsylvania,Juniata,Juniata,171,95,69,78,28,10,4
46111,South Dakota,Sanborn,Sanborn,3,1,0,0,2,1,0
53029,Washington,Island,Island,0,0,0,3,99,204,264
46113,South Dakota,Shannon,Shannon,0,0,3,0,13,3,0
49009,Utah,Daggett,Daggett,fill,0,0,0,0,0,0
46115,South Dakota,Spink,Spink,0,15,15,2,8,2,0
46117,South Dakota,Stanley,Stanley,38,0,0,0,1,0,0
48389,Texas,Reeves,Reeves,82,17,178,273,276,623,524
46119,South Dakota,Sully,Sully,49,58,48,18,14,11,0
42061,Pennsylvania,Huntingdon,Huntingdon,305,717,930,1037,995,958,981
51660,Virginia,Harrisonburg City,Harrisonburg City,fill,780,848,774,681,720,644
42063,Pennsylvania,Indiana,Indiana,183,439,747,597,540,439,574
31153,Nebraska,Sarpy,Sarpy,36,43,19,28,162,423,1375
56033,Wyoming,Sheridan,Sheridan,183,147,84,62,80,42,8
56031,Wyoming,Platte,Platte,fill,2,5,1,4,4,4
56037,Wyoming,Sweetwater,Sweetwater,101,164,194,167,360,195,189
56035,Wyoming,Sublette,Sublette,fill,fill,0,0,0,0,0
56039,Wyoming,Teton,Teton,fill,fill,1,0,0,0,0
21169,Kentucky,Metcalfe,Metcalfe,794,654,536,536,422,331,310
32031,Nevada,Washoe,Washoe,115,69,143,284,483,1628,2033
32033,Nevada,White Pine,White Pine,46,43,42,26,35,21,6
21163,Kentucky,Meade,Meade,655,570,404,366,323,842,1072
21161,Kentucky,Mason,Mason,2868,2550,2471,2097,1845,1829,1569
21167,Kentucky,Mercer,Mercer,2171,1830,1547,1273,1007,872,816
21165,Kentucky,Menifee,Menifee,40,50,34,24,19,11,12
6007,California,Butte,Butte,122,160,303,321,843,931,1706
